temp,dew,humidity,solarradiation,windspeed,cloudcover,visibility,hour,day_of_week,month,conditions_Clear,conditions_Overcast,conditions_Partially cloudy,conditions_Rain,"conditions_Rain, Overcast","conditions_Rain, Partially cloudy",Solar Production (kWh)
74.5,47.8,38.8,0,7.8,0.0,9.9,0,1,8,True,False,False,False,False,False,0.0
73.5,48.8,41.62,0,8.6,0.0,9.9,1,1,8,True,False,False,False,False,False,0.01
71.7,49.9,46.29,0,4.8,0.0,9.9,2,1,8,True,False,False,False,False,False,0.0
70.6,51.0,49.91,0,6.9,0.0,9.8,3,1,8,True,False,False,False,False,False,0.01
67.9,52.7,58.26,0,5.5,0.0,9.9,4,1,8,True,False,False,False,False,False,0.0
65.8,53.6,64.53,0,6.7,0.0,9.9,5,1,8,True,False,False,False,False,False,0.01
64.1,53.8,69.21,29,6.6,0.0,9.9,6,1,8,True,False,False,False,False,False,0.12
64.8,55.7,72.32,169,6.8,0.0,9.9,7,1,8,True,False,False,False,False,False,1.24
69.7,55.0,59.6,343,7.0,0.0,9.9,8,1,8,True,False,False,False,False,False,2.63
73.6,54.0,50.4,530,6.0,0.0,9.9,9,1,8,True,False,False,False,False,False,3.93
79.3,52.9,40.03,381,7.1,0.0,9.9,10,1,8,True,False,False,False,False,False,2.6
78.2,54.9,44.65,753,6.7,0.0,9.9,11,1,8,True,False,False,False,False,False,4.62
82.2,52.9,36.48,684,5.0,0.0,9.9,12,1,8,True,False,False,False,False,False,4.19
85.9,53.5,32.96,443,6.4,0.0,9.9,13,1,8,True,False,False,False,False,False,2.64
85.0,52.9,33.21,612,6.5,0.0,9.9,14,1,8,True,False,False,False,False,False,3.9
89.4,53.6,29.69,635,5.4,0.0,9.9,15,1,8,True,False,False,False,False,False,3.67
90.8,54.7,29.58,656,11.2,0.0,9.9,16,1,8,True,False,False,False,False,False,2.88
91.5,51.3,25.52,433,9.3,0.0,9.9,17,1,8,True,False,False,False,False,False,1.4
89.4,53.1,29.12,272,9.0,0.0,9.9,18,1,8,True,False,False,False,False,False,0.51
87.5,52.9,30.66,86,11.7,0.0,9.9,19,1,8,True,False,False,False,False,False,0.1
79.9,53.8,40.56,4,9.4,0.0,9.9,20,1,8,True,False,False,False,False,False,0.01
74.9,53.8,47.81,0,11.7,0.0,9.9,21,1,8,True,False,False,False,False,False,0.01
71.7,55.1,55.74,0,13.6,0.0,9.9,22,1,8,True,False,False,False,False,False,0.0
66.8,55.1,65.95,0,14.4,1.8,9.9,23,1,8,True,False,False,False,False,False,0.01
64.2,55.1,72.23,0,7.5,3.5,9.9,0,2,8,True,False,False,False,False,False,0.0
62.3,54.0,74.17,0,8.4,3.5,9.9,1,2,8,True,False,False,False,False,False,0.01
61.2,53.9,76.84,0,8.4,3.5,9.9,2,2,8,True,False,False,False,False,False,0.0
61.0,54.9,80.18,0,10.3,3.5,9.9,3,2,8,True,False,False,False,False,False,0.01
60.3,53.8,79.32,0,8.5,3.5,9.9,4,2,8,True,False,False,False,False,False,0.0
59.1,53.1,80.42,0,5.3,3.5,9.9,5,2,8,True,False,False,False,False,False,0.01
56.6,51.4,82.71,29,1.2,3.5,9.9,6,2,8,True,False,False,False,False,False,0.12
60.2,53.8,79.57,158,4.1,3.5,9.8,7,2,8,True,False,False,False,False,False,1.16
64.7,54.9,70.53,329,5.3,3.5,9.9,8,2,8,True,False,False,False,False,False,2.55
67.5,55.7,65.72,495,4.1,3.1,9.9,9,2,8,True,False,False,False,False,False,3.75
70.7,52.2,52.0,636,1.0,0.0,9.7,10,2,8,True,False,False,False,False,False,4.74
75.4,53.0,45.53,741,6.9,0.0,9.9,11,2,8,True,False,False,False,False,False,5.36
78.7,52.1,39.65,806,6.9,0.0,9.9,12,2,8,True,False,False,False,False,False,5.49
81.8,52.1,35.77,821,5.8,0.0,9.9,13,2,8,True,False,False,False,False,False,5.25
84.4,52.8,33.73,787,9.2,0.0,9.9,14,2,8,True,False,False,False,False,False,4.71
87.5,51.2,28.82,704,7.3,0.0,9.9,15,2,8,True,False,False,False,False,False,3.84
88.4,50.1,26.91,646,6.9,0.0,9.9,16,2,8,True,False,False,False,False,False,2.72
87.5,56.5,35.03,421,12.1,1.0,9.9,17,2,8,True,False,False,False,False,False,1.34
84.6,53.0,33.82,242,15.7,0.0,9.9,18,2,8,True,False,False,False,False,False,0.3
79.8,53.9,40.83,81,15.1,0.0,9.9,19,2,8,True,False,False,False,False,False,0.07
73.3,52.9,48.72,3,14.9,0.0,9.9,20,2,8,True,False,False,False,False,False,0.01
68.5,52.7,57.15,0,13.4,1.0,9.9,21,2,8,True,False,False,False,False,False,0.0
66.3,51.8,59.56,0,13.2,0.0,9.9,22,2,8,True,False,False,False,False,False,0.01
64.5,50.8,61.01,0,8.9,0.0,9.9,23,2,8,True,False,False,False,False,False,0.0
64.2,51.0,62.27,0,11.0,0.0,9.9,0,3,8,True,False,False,False,False,False,0.01
62.9,51.1,65.34,0,9.0,1.0,9.9,1,3,8,True,False,False,False,False,False,0.01
61.9,51.2,67.87,0,8.9,1.0,9.9,2,3,8,True,False,False,False,False,False,0.0
61.0,51.2,70.16,0,7.8,3.1,9.9,3,3,8,True,False,False,False,False,False,0.01
60.9,51.2,70.33,0,8.7,3.5,9.9,4,3,8,True,False,False,False,False,False,0.01
60.1,51.2,72.54,0,12.6,3.5,9.9,5,3,8,True,False,False,False,False,False,0.0
59.0,52.0,77.7,31,6.6,3.5,9.9,6,3,8,True,False,False,False,False,False,0.14
60.0,52.0,74.76,162,4.8,3.1,9.9,7,3,8,True,False,False,False,False,False,1.18
63.7,52.9,67.97,331,9.6,3.5,9.9,8,3,8,True,False,False,False,False,False,2.57
68.6,53.0,57.34,498,14.0,3.1,9.9,9,3,8,True,False,False,False,False,False,3.78
71.6,52.9,51.78,639,9.7,1.0,9.9,10,3,8,True,False,False,False,False,False,4.79
74.5,51.3,44.13,745,7.9,0.0,9.9,11,3,8,True,False,False,False,False,False,5.43
78.6,53.0,41.04,809,8.8,0.0,9.9,12,3,8,True,False,False,False,False,False,5.61
79.7,53.0,39.55,825,9.0,0.0,9.9,13,3,8,True,False,False,False,False,False,5.43
82.5,52.9,35.95,789,11.3,0.0,9.9,14,3,8,True,False,False,False,False,False,4.87
83.4,53.7,36.05,706,10.5,0.0,9.9,15,3,8,True,False,False,False,False,False,3.97
84.2,53.7,35.19,664,13.9,0.0,9.9,16,3,8,True,False,False,False,False,False,2.75
83.4,54.7,37.39,418,14.7,0.0,9.9,17,3,8,True,False,False,False,False,False,1.37
79.9,54.9,42.27,242,15.7,0.0,9.9,18,3,8,True,False,False,False,False,False,0.33
75.1,55.1,49.95,78,15.6,0.0,9.9,19,3,8,True,False,False,False,False,False,0.07
70.3,55.0,58.52,2,11.3,2.6,9.9,20,3,8,True,False,False,False,False,False,0.0
66.4,55.0,66.94,0,14.4,3.5,9.9,21,3,8,True,False,False,False,False,False,0.01
64.5,55.0,71.35,0,11.1,3.5,9.9,22,3,8,True,False,False,False,False,False,0.0
63.2,55.0,74.79,0,8.2,3.5,9.9,23,3,8,True,False,False,False,False,False,0.01
63.0,55.1,75.57,0,10.8,3.5,9.9,0,4,8,True,False,False,False,False,False,0.01
62.0,55.1,78.23,0,9.8,3.5,9.9,1,4,8,True,False,False,False,False,False,0.0
61.0,55.1,80.9,0,6.8,3.5,8.9,2,4,8,True,False,False,False,False,False,0.01
60.2,55.1,83.29,0,5.9,3.1,9.9,3,4,8,True,False,False,False,False,False,0.0
58.0,54.1,86.63,0,3.6,3.3,9.9,4,4,8,True,False,False,False,False,False,0.01
57.9,54.9,89.81,0,0.7,0.0,9.9,5,4,8,True,False,False,False,False,False,0.01
57.0,53.9,89.36,33,4.7,1.8,9.9,6,4,8,True,False,False,False,False,False,0.16
59.0,55.1,86.95,158,0.7,3.5,9.9,7,4,8,True,False,False,False,False,False,1.18
65.5,56.0,71.34,321,4.6,3.5,9.9,8,4,8,True,False,False,False,False,False,2.51
68.8,56.9,65.65,486,3.5,1.0,9.9,9,4,8,True,False,False,False,False,False,3.66
72.7,56.8,57.44,626,5.8,0.0,9.9,10,4,8,True,False,False,False,False,False,4.54
77.7,57.6,50.15,728,5.0,0.0,9.9,11,4,8,True,False,False,False,False,False,5.24
80.7,58.7,47.21,791,4.4,0.0,9.9,12,4,8,True,False,False,False,False,False,5.35
84.6,58.7,41.59,804,7.2,0.0,9.9,13,4,8,True,False,False,False,False,False,5.11
87.8,57.7,36.18,770,6.3,0.0,9.9,14,4,8,True,False,False,False,False,False,4.58
91.5,57.1,31.58,688,9.0,0.0,9.9,15,4,8,True,False,False,False,False,False,3.75
93.3,57.2,29.97,620,8.2,0.0,9.9,16,4,8,True,False,False,False,False,False,2.6
93.3,58.9,31.76,410,12.7,0.0,9.9,17,4,8,True,False,False,False,False,False,1.28
93.2,54.3,27.03,232,10.6,0.0,9.9,18,4,8,True,False,False,False,False,False,0.31
90.6,58.7,34.31,35,10.6,0.0,9.9,19,4,8,True,False,False,False,False,False,0.07
85.7,58.5,39.82,6,9.3,0.0,9.9,20,4,8,True,False,False,False,False,False,0.0
79.9,53.8,40.52,0,10.2,0.0,9.9,21,4,8,True,False,False,False,False,False,0.01
75.8,53.1,45.29,0,8.9,0.0,9.9,22,4,8,True,False,False,False,False,False,0.0
71.3,53.1,52.7,0,5.7,0.0,9.9,23,4,8,True,False,False,False,False,False,0.01
69.3,53.9,57.95,0,6.6,0.0,9.9,0,5,8,True,False,False,False,False,False,0.01
67.0,53.9,62.85,0,6.8,0.0,9.9,1,5,8,True,False,False,False,False,False,0.0
66.1,53.0,62.74,0,6.7,0.0,9.9,2,5,8,True,False,False,False,False,False,0.01
65.2,53.8,66.4,0,5.6,0.0,9.9,3,5,8,True,False,False,False,False,False,0.0
64.1,53.1,67.3,0,3.5,0.0,9.9,4,5,8,True,False,False,False,False,False,0.01
63.0,53.1,70.12,0,0.9,0.0,9.9,5,5,8,True,False,False,False,False,False,0.01
62.1,54.1,75.02,1,0.3,0.0,9.9,6,5,8,True,False,False,False,False,False,0.11
63.0,55.1,75.44,25,3.8,0.0,9.9,7,5,8,True,False,False,False,False,False,1.09
67.7,56.8,67.96,46,4.6,0.0,9.9,8,5,8,True,False,False,False,False,False,2.41
73.5,56.7,55.73,398,4.9,0.0,9.9,9,5,8,True,False,False,False,False,False,3.5
75.6,57.5,53.45,107,5.2,0.0,9.9,10,5,8,True,False,False,False,False,False,4.47
80.5,58.7,47.36,445,3.5,0.0,9.9,11,5,8,True,False,False,False,False,False,5.13
86.7,59.8,40.37,613,6.7,0.0,9.9,12,5,8,True,False,False,False,False,False,5.27
91.5,59.8,34.74,897,4.8,0.0,9.9,13,5,8,True,False,False,False,False,False,5.0
96.4,58.0,28.04,881,8.7,0.0,9.9,14,5,8,True,False,False,False,False,False,4.53
96.6,56.2,26.06,799,9.3,0.0,9.9,15,5,8,True,False,False,False,False,False,3.7
97.6,56.2,25.3,621,14.7,0.0,9.9,16,5,8,True,False,False,False,False,False,2.58
98.5,56.8,25.16,504,14.1,0.0,9.9,17,5,8,True,False,False,False,False,False,1.27
96.5,55.2,25.24,382,13.2,0.0,9.9,18,5,8,True,False,False,False,False,False,0.31
93.4,57.6,30.26,195,10.3,0.0,9.9,19,5,8,True,False,False,False,False,False,0.07
88.0,61.4,41.12,49,10.2,0.0,9.9,20,5,8,True,False,False,False,False,False,0.01
84.6,57.5,39.75,0,9.3,0.0,9.9,21,5,8,True,False,False,False,False,False,0.0
81.8,55.9,41.11,0,10.0,0.0,9.9,22,5,8,True,False,False,False,False,False,0.01
80.7,55.8,42.47,0,9.4,0.0,9.9,23,5,8,True,False,False,False,False,False,0.0
76.9,55.3,47.35,0,4.5,0.0,9.9,0,6,8,True,False,False,False,False,False,0.01
72.2,57.6,59.95,0,3.5,0.0,9.9,1,6,8,True,False,False,False,False,False,0.0
68.8,57.6,67.51,0,5.8,0.0,9.9,2,6,8,True,False,False,False,False,False,0.01
71.1,56.8,60.68,0,5.6,0.0,9.9,3,6,8,True,False,False,False,False,False,0.0
70.9,56.0,59.49,0,4.5,0.0,9.9,4,6,8,True,False,False,False,False,False,0.01
70.0,56.0,61.13,0,4.5,0.0,9.9,5,6,8,True,False,False,False,False,False,0.0
67.9,56.0,65.56,1,4.5,0.0,9.9,6,6,8,True,False,False,False,False,False,0.11
69.0,56.7,64.88,24,0.3,0.0,9.9,7,6,8,True,False,False,False,False,False,1.08
74.6,56.9,54.09,44,4.8,0.0,9.9,8,6,8,True,False,False,False,False,False,2.39
79.6,56.9,45.85,405,5.2,0.0,9.9,9,6,8,True,False,False,False,False,False,3.52
84.4,58.8,41.94,100,7.3,0.0,9.9,10,6,8,True,False,False,False,False,False,4.45
89.3,57.1,33.8,508,5.9,0.0,9.9,11,6,8,True,False,False,False,False,False,5.23
93.1,56.1,28.93,666,7.3,0.0,9.9,12,6,8,True,False,False,False,False,False,5.35
95.6,57.7,28.36,909,13.8,0.0,9.9,13,6,8,True,False,False,False,False,False,5.13
98.3,58.8,27.2,894,11.5,0.0,9.9,14,6,8,True,False,False,False,False,False,4.59
101.2,55.3,21.96,807,13.8,0.0,9.9,15,6,8,True,False,False,False,False,False,3.72
102.2,56.7,22.4,631,15.2,0.0,9.9,16,6,8,True,False,False,False,False,False,2.58
101.5,55.3,21.73,513,12.7,0.0,9.9,17,6,8,True,False,False,False,False,False,1.26
99.8,55.8,23.32,114,10.7,0.0,9.9,18,6,8,True,False,False,False,False,False,0.28
97.8,54.6,23.78,32,11.5,0.0,9.9,19,6,8,True,False,False,False,False,False,0.06
92.8,53.1,26.2,5,8.7,0.0,9.9,20,6,8,True,False,False,False,False,False,0.01
86.1,55.9,35.83,0,8.7,0.0,9.9,21,6,8,True,False,False,False,False,False,0.0
81.3,56.4,42.67,0,6.9,0.0,9.9,22,6,8,True,False,False,False,False,False,0.0
84.3,51.4,32.15,0,10.5,0.0,9.8,23,6,8,True,False,False,False,False,False,0.01
76.6,53.6,44.86,0,5.5,0.0,9.8,0,0,8,True,False,False,False,False,False,0.01
75.2,56.3,51.89,0,3.4,0.0,9.8,1,0,8,True,False,False,False,False,False,0.0
71.7,56.3,58.28,0,2.9,0.0,9.9,2,0,8,True,False,False,False,False,False,0.01
69.0,55.5,62.17,0,0.0,0.0,9.9,3,0,8,True,False,False,False,False,False,0.0
70.8,56.9,61.6,0,0.2,0.0,9.9,4,0,8,True,False,False,False,False,False,0.01
66.9,56.1,68.23,0,0.5,0.0,9.9,5,0,8,True,False,False,False,False,False,0.0
65.9,57.0,73.21,1,2.9,0.0,9.9,6,0,8,True,False,False,False,False,False,0.11
68.8,57.1,66.26,23,0.0,0.0,9.9,7,0,8,True,False,False,False,False,False,1.08
74.8,58.0,55.76,43,0.1,0.0,9.9,8,0,8,True,False,False,False,False,False,2.37
83.5,56.7,40.02,409,5.2,0.0,9.9,9,0,8,True,False,False,False,False,False,3.47
87.8,56.6,34.78,79,4.9,0.0,9.9,10,0,8,True,False,False,False,False,False,4.41
89.8,57.4,33.54,547,4.8,0.0,9.9,11,0,8,True,False,False,False,False,False,5.13
93.0,57.4,30.53,566,7.6,0.0,9.9,12,0,8,True,False,False,False,False,False,5.27
96.7,56.1,25.86,912,9.0,0.0,9.9,13,0,8,True,False,False,False,False,False,5.05
98.7,56.7,24.88,881,4.6,0.0,9.9,14,0,8,True,False,False,False,False,False,4.47
101.3,57.5,23.66,785,10.8,0.0,9.9,15,0,8,True,False,False,False,False,False,3.58
101.3,57.4,23.61,550,9.1,0.0,9.9,16,0,8,True,False,False,False,False,False,2.46
100.5,56.7,23.54,468,14.3,0.0,9.9,17,0,8,True,False,False,False,False,False,1.21
98.6,56.6,24.86,106,10.0,0.0,9.9,18,0,8,True,False,False,False,False,False,0.31
95.8,56.8,27.36,38,11.5,0.0,9.9,19,0,8,True,False,False,False,False,False,0.07
90.8,54.3,29.08,5,12.8,0.0,9.9,20,0,8,True,False,False,False,False,False,0.0
86.7,54.0,32.81,0,13.5,0.0,9.9,21,0,8,True,False,False,False,False,False,0.01
80.9,54.9,40.88,0,10.8,0.0,9.9,22,0,8,True,False,False,False,False,False,0.01
79.7,55.1,42.75,0,13.9,0.0,9.9,23,0,8,True,False,False,False,False,False,0.0
76.8,54.0,45.3,0,9.2,0.0,9.9,0,1,8,True,False,False,False,False,False,0.01
73.2,54.1,51.21,0,5.7,0.0,9.9,1,1,8,True,False,False,False,False,False,0.0
70.4,53.3,54.72,0,4.6,0.0,9.9,2,1,8,True,False,False,False,False,False,0.01
67.3,55.1,64.88,0,7.6,0.0,9.9,3,1,8,True,False,False,False,False,False,0.0
65.3,55.8,71.2,0,4.8,0.0,9.9,4,1,8,True,False,False,False,False,False,0.01
64.3,55.1,71.96,0,7.8,0.0,9.9,5,1,8,True,False,False,False,False,False,0.0
63.1,55.1,75.1,1,6.8,0.0,9.9,6,1,8,True,False,False,False,False,False,0.11
64.1,55.9,74.53,22,4.7,0.0,9.9,7,1,8,True,False,False,False,False,False,1.1
66.9,56.0,67.92,41,4.9,0.0,9.9,8,1,8,True,False,False,False,False,False,2.52
70.8,56.0,59.32,423,7.7,0.0,9.9,9,1,8,True,False,False,False,False,False,3.68
74.7,56.8,53.68,205,7.8,0.0,9.9,10,1,8,True,False,False,False,False,False,4.54
79.7,56.8,45.53,438,4.6,0.0,9.9,11,1,8,True,False,False,False,False,False,5.21
83.7,55.9,38.68,590,0.2,0.0,9.9,12,1,8,True,False,False,False,False,False,5.31
86.9,55.7,34.74,922,6.4,0.0,9.9,13,1,8,True,False,False,False,False,False,5.08
89.7,55.7,31.73,900,4.4,0.0,9.9,14,1,8,True,False,False,False,False,False,4.5
92.5,55.6,29.0,816,3.8,0.0,9.9,15,1,8,True,False,False,False,False,False,3.67
92.5,56.2,29.6,607,8.4,0.0,9.9,16,1,8,True,False,False,False,False,False,2.53
89.8,57.9,34.17,494,11.1,0.0,9.9,17,1,8,True,False,False,False,False,False,1.23
87.3,58.6,38.03,61,10.3,0.0,9.9,18,1,8,True,False,False,False,False,False,0.27
82.3,59.0,45.22,31,10.8,0.0,9.9,19,1,8,True,False,False,False,False,False,0.06
77.3,58.9,53.1,5,8.6,0.0,9.9,20,1,8,True,False,False,False,False,False,0.0
72.4,58.0,60.67,0,7.4,0.0,9.9,21,1,8,True,False,False,False,False,False,0.01
69.5,57.9,66.51,0,9.1,0.0,9.9,22,1,8,True,False,False,False,False,False,0.01
66.3,57.0,72.04,0,9.1,0.0,9.9,23,1,8,True,False,False,False,False,False,0.0
64.4,57.0,76.94,0,7.3,0.0,9.9,0,2,8,True,False,False,False,False,False,0.01
63.1,56.9,80.18,0,8.4,0.0,9.9,1,2,8,True,False,False,False,False,False,0.0
62.0,56.9,83.27,0,8.1,0.0,9.9,2,2,8,True,False,False,False,False,False,0.01
61.1,56.8,85.79,0,7.5,0.0,9.9,3,2,8,True,False,False,False,False,False,0.0
60.2,56.0,85.95,0,7.0,0.0,9.9,4,2,8,True,False,False,False,False,False,0.01
60.1,56.0,86.35,0,7.0,0.0,9.8,5,2,8,True,False,False,False,False,False,0.01
59.0,56.0,89.73,1,5.9,0.0,9.9,6,2,8,True,False,False,False,False,False,0.12
60.8,56.8,86.75,22,3.6,0.0,9.9,7,2,8,True,False,False,False,False,False,1.18
62.8,56.8,80.7,44,4.6,0.0,9.9,8,2,8,True,False,False,False,False,False,2.46
66.6,56.9,70.93,417,0.9,0.0,9.9,9,2,8,True,False,False,False,False,False,3.62
72.7,56.8,57.51,125,0.3,0.0,9.9,10,2,8,True,False,False,False,False,False,4.48
75.5,56.9,52.38,440,5.0,0.0,9.9,11,2,8,True,False,False,False,False,False,5.21
79.8,57.6,46.69,761,5.6,0.0,9.9,12,2,8,True,False,False,False,False,False,5.34
82.3,57.4,42.81,927,5.0,0.0,9.9,13,2,8,True,False,False,False,False,False,5.13
86.0,57.0,37.48,911,5.6,0.0,9.9,14,2,8,True,False,False,False,False,False,4.55
86.2,54.6,34.01,814,3.7,0.0,9.9,15,2,8,True,False,False,False,False,False,3.65
89.0,53.8,30.32,678,1.0,0.0,9.9,16,2,8,True,False,False,False,False,False,2.51
90.7,52.5,27.37,480,7.0,0.0,9.9,17,2,8,True,False,False,False,False,False,1.2
90.6,55.2,30.22,51,9.1,0.0,9.9,18,2,8,True,False,False,False,False,False,0.26
84.9,58.8,41.29,30,12.2,0.0,9.9,19,2,8,True,False,False,False,False,False,0.05
80.2,57.6,46.1,5,10.6,0.0,9.9,20,2,8,True,False,False,False,False,False,0.01
76.9,57.0,50.33,0,8.6,0.0,9.9,21,2,8,True,False,False,False,False,False,0.0
73.9,56.1,53.86,0,8.4,0.0,9.9,22,2,8,True,False,False,False,False,False,0.01
70.2,56.1,60.93,0,7.1,0.0,9.9,23,2,8,True,False,False,False,False,False,0.0
69.0,56.0,63.21,0,6.2,0.0,9.9,0,3,8,True,False,False,False,False,False,0.01
66.8,55.2,66.41,0,5.1,0.0,9.9,1,3,8,True,False,False,False,False,False,0.01
66.5,55.1,66.82,0,3.6,0.0,9.8,2,3,8,True,False,False,False,False,False,0.0
64.1,55.2,72.79,0,6.7,0.0,9.9,3,3,8,True,False,False,False,False,False,0.01
63.0,55.1,75.29,0,4.7,0.0,9.9,4,3,8,True,False,False,False,False,False,0.0
61.2,55.1,80.24,0,4.8,0.0,9.9,5,3,8,True,False,False,False,False,False,0.01
61.1,55.1,80.57,1,6.7,0.0,9.9,6,3,8,True,False,False,False,False,False,0.12
62.9,56.6,80.07,21,6.0,0.0,9.9,7,3,8,True,False,False,False,False,False,1.12
66.6,56.8,70.69,45,7.9,0.0,9.9,8,3,8,True,False,False,False,False,False,2.47
71.5,56.8,59.85,420,5.9,0.0,9.9,9,3,8,True,False,False,False,False,False,3.64
74.6,55.8,51.89,85,3.8,0.0,9.9,10,3,8,True,False,False,False,False,False,4.48
78.7,56.7,46.81,445,6.0,0.0,9.9,11,3,8,True,False,False,False,False,False,5.17
83.5,55.8,38.82,769,5.5,0.0,9.9,12,3,8,True,False,False,False,False,False,5.3
86.7,53.2,31.83,927,5.8,0.0,9.9,13,3,8,True,False,False,False,False,False,5.08
89.6,52.5,28.32,904,6.1,0.0,9.9,14,3,8,True,False,False,False,False,False,4.5
90.8,47.9,22.99,821,6.4,0.0,9.9,15,3,8,True,False,False,False,False,False,3.61
91.7,55.3,29.33,624,8.1,0.0,9.9,16,3,8,True,False,False,False,False,False,2.49
91.6,55.7,29.94,499,9.0,0.0,9.9,17,3,8,True,False,False,False,False,False,1.25
90.7,56.5,31.66,65,13.4,0.0,9.9,18,3,8,True,False,False,False,False,False,0.42
87.6,57.6,36.29,48,12.6,0.0,9.9,19,3,8,True,False,False,False,False,False,0.12
81.9,56.1,41.3,5,11.3,0.0,9.9,20,3,8,True,False,False,False,False,False,0.01
78.0,54.4,44.18,0,12.0,0.0,9.9,21,3,8,True,False,False,False,False,False,0.0
75.4,54.2,47.76,0,10.5,0.0,9.9,22,3,8,True,False,False,False,False,False,0.01
73.6,55.2,52.49,0,10.2,0.0,9.9,23,3,8,True,False,False,False,False,False,0.0
70.9,55.1,57.45,0,10.2,0.0,9.9,0,4,8,True,False,False,False,False,False,0.01
69.8,55.3,59.99,0,7.3,0.0,9.9,1,4,8,True,False,False,False,False,False,0.0
70.6,55.3,58.36,0,6.1,0.0,9.9,2,4,8,True,False,False,False,False,False,0.01
69.7,55.2,60.06,0,7.7,0.0,9.9,3,4,8,True,False,False,False,False,False,0.0
66.7,55.2,66.4,0,6.6,0.0,9.9,4,4,8,True,False,False,False,False,False,0.01
65.0,56.0,72.48,0,5.0,3.1,9.9,5,4,8,True,False,False,False,False,False,0.01
64.3,56.7,76.43,0,3.8,3.5,9.9,6,4,8,True,False,False,False,False,False,0.06
65.0,56.1,72.86,29,4.7,3.1,9.9,7,4,8,True,False,False,False,False,False,0.79
67.7,56.8,68.16,69,3.8,1.0,9.9,8,4,8,True,False,False,False,False,False,2.11
71.5,56.8,59.97,412,7.1,2.7,9.9,9,4,8,True,False,False,False,False,False,3.71
75.2,56.9,53.14,98,6.7,0.0,9.9,10,4,8,True,False,False,False,False,False,4.59
78.6,56.9,47.4,434,6.3,0.0,9.9,11,4,8,True,False,False,False,False,False,5.28
82.6,55.3,39.19,568,4.7,0.0,9.9,12,4,8,True,False,False,False,False,False,5.39
84.5,56.0,37.87,922,6.8,0.0,9.9,13,4,8,True,False,False,False,False,False,5.17
86.8,55.1,34.05,907,5.7,0.0,9.9,14,4,8,True,False,False,False,False,False,4.65
87.9,55.3,33.05,819,9.2,0.0,9.9,15,4,8,True,False,False,False,False,False,3.71
90.6,56.1,31.34,553,7.8,0.0,9.9,16,4,8,True,False,False,False,False,False,2.64
89.6,55.9,32.02,512,7.1,0.0,9.9,17,4,8,True,False,False,False,False,False,1.28
88.6,57.3,34.85,47,10.3,0.0,9.9,18,4,8,True,False,False,False,False,False,0.27
86.7,58.6,38.76,29,9.4,0.0,9.9,19,4,8,True,False,False,False,False,False,0.06
81.9,56.3,41.59,4,11.1,0.0,9.9,20,4,8,True,False,False,False,False,False,0.0
78.8,57.0,47.22,0,5.2,0.0,9.9,21,4,8,True,False,False,False,False,False,0.01
77.9,53.5,42.89,0,8.1,0.0,9.9,22,4,8,True,False,False,False,False,False,0.0
74.6,56.1,52.57,0,7.2,0.0,9.9,23,4,8,True,False,False,False,False,False,0.01
70.1,56.9,62.85,0,7.0,0.0,9.9,0,5,8,True,False,False,False,False,False,0.0
68.2,56.9,67.2,0,4.8,0.0,9.9,1,5,8,True,False,False,False,False,False,0.01
66.9,57.6,72.05,0,4.8,0.0,9.9,2,5,8,True,False,False,False,False,False,0.0
66.1,56.8,71.96,0,3.4,0.0,9.9,3,5,8,True,False,False,False,False,False,0.01
66.7,56.8,70.33,0,5.5,0.0,9.9,4,5,8,True,False,False,False,False,False,0.01
64.3,56.0,74.54,0,4.8,0.0,9.9,5,5,8,True,False,False,False,False,False,0.0
64.9,57.6,77.23,1,4.5,0.0,9.9,6,5,8,True,False,False,False,False,False,0.09
65.0,58.7,80.11,25,6.9,0.0,9.9,7,5,8,True,False,False,False,False,False,1.08
70.6,58.8,66.26,63,4.6,1.0,9.9,8,5,8,True,False,False,False,False,False,2.51
73.7,58.8,59.73,410,3.5,0.0,9.9,9,5,8,True,False,False,False,False,False,3.57
79.5,57.1,46.28,69,5.8,0.0,9.9,10,5,8,True,False,False,False,False,False,4.32
82.6,57.7,42.83,443,4.8,0.0,9.9,11,5,8,True,False,False,False,False,False,5.19
85.7,59.7,41.55,480,3.9,0.0,9.9,12,5,8,True,False,False,False,False,False,5.38
88.8,57.9,35.24,918,8.7,0.0,9.9,13,5,8,True,False,False,False,False,False,5.19
92.5,58.9,32.55,900,7.0,0.0,9.9,14,5,8,True,False,False,False,False,False,4.62
94.6,58.9,30.57,815,9.4,0.0,9.9,15,5,8,True,False,False,False,False,False,3.75
96.5,56.5,26.5,604,8.6,0.0,9.9,16,5,8,True,False,False,False,False,False,2.62
95.7,55.7,26.31,497,10.7,0.0,9.9,17,5,8,True,False,False,False,False,False,1.28
94.6,54.9,26.47,49,9.9,0.0,9.9,18,5,8,True,False,False,False,False,False,0.44
92.5,52.3,25.65,44,10.4,0.0,9.9,19,5,8,True,False,False,False,False,False,0.17
88.0,52.4,29.66,5,9.1,0.0,9.9,20,5,8,True,False,False,False,False,False,0.0
85.8,54.8,34.78,0,11.3,0.0,9.9,21,5,8,True,False,False,False,False,False,0.01
80.2,55.8,43.1,0,6.2,0.0,9.9,22,5,8,True,False,False,False,False,False,0.0
79.9,53.9,40.57,0,9.0,0.0,9.9,23,5,8,True,False,False,False,False,False,0.01
77.1,54.0,44.68,0,3.8,0.0,9.9,0,6,8,True,False,False,False,False,False,0.0
