temp,dew,humidity,solarradiation,windspeed,cloudcover,visibility,hour,day_of_week,month,conditions_Clear,conditions_Overcast,conditions_Partially cloudy,conditions_Rain,"conditions_Rain, Overcast","conditions_Rain, Partially cloudy",Solar Production (kWh)
44.8,40.8,85.9,0,4.5,0.0,9.8,23,0,11,True,False,False,False,False,False,0.0
43.8,39.7,85.44,0,5.6,0.0,9.8,0,1,11,True,False,False,False,False,False,0.0
42.9,38.9,85.72,0,3.5,0.0,8.6,1,1,11,True,False,False,False,False,False,0.01
40.0,38.1,92.92,0,0.1,0.0,6.5,2,1,11,True,False,False,False,False,False,0.01
41.9,38.8,88.66,0,4.4,0.0,8.0,3,1,11,True,False,False,False,False,False,0.0
40.8,38.7,92.13,0,3.4,0.0,8.6,4,1,11,True,False,False,False,False,False,0.01
40.7,37.9,89.5,0,0.5,0.0,9.6,5,1,11,True,False,False,False,False,False,0.0
38.9,37.1,92.98,0,0.0,0.0,9.6,6,1,11,True,False,False,False,False,False,0.01
38.8,37.1,93.25,11,2.5,0.0,8.2,7,1,11,True,False,False,False,False,False,1.06
44.0,40.8,88.44,88,0.0,0.0,6.5,8,1,11,True,False,False,False,False,False,2.07
48.8,42.8,79.69,87,0.0,0.0,9.9,9,1,11,True,False,False,False,False,False,3.34
54.8,43.8,66.48,82,0.2,0.0,9.9,10,1,11,True,False,False,False,False,False,3.9
59.9,43.8,55.17,361,3.3,0.0,9.9,11,1,11,True,False,False,False,False,False,4.04
61.9,42.7,49.33,191,0.3,0.0,9.9,12,1,11,True,False,False,False,False,False,2.91
63.9,42.5,45.58,250,0.4,0.0,9.9,13,1,11,True,False,False,False,False,False,1.91
64.1,41.7,44.06,176,0.3,0.0,9.9,14,1,11,True,False,False,False,False,False,1.18
64.8,42.6,44.38,108,4.9,0.0,9.9,15,1,11,True,False,False,False,False,False,0.6
62.8,43.8,49.8,44,4.6,0.0,8.9,16,1,11,True,False,False,False,False,False,0.11
57.3,43.8,60.73,1,4.9,0.0,8.9,17,1,11,True,False,False,False,False,False,0.01
53.4,44.0,70.41,0,3.8,0.0,8.9,18,1,11,True,False,False,False,False,False,0.0
51.4,44.0,75.72,0,3.5,0.0,9.9,19,1,11,True,False,False,False,False,False,0.01
49.1,43.1,79.55,0,4.9,0.0,7.3,20,1,11,True,False,False,False,False,False,0.0
47.3,42.1,82.12,0,3.6,0.0,9.9,21,1,11,True,False,False,False,False,False,0.01
47.3,41.1,78.82,0,4.1,0.0,9.9,22,1,11,True,False,False,False,False,False,0.0
46.2,41.0,82.11,0,0.0,0.0,9.8,23,1,11,True,False,False,False,False,False,0.01
45.0,42.0,89.24,0,3.0,0.0,9.8,0,2,11,True,False,False,False,False,False,0.01
41.3,39.1,91.87,0,0.0,0.0,6.3,1,2,11,True,False,False,False,False,False,0.0
40.2,38.3,92.71,0,3.0,0.0,6.9,2,2,11,True,False,False,False,False,False,0.01
39.2,38.1,96.05,0,0.0,0.0,5.0,3,2,11,True,False,False,False,False,False,0.0
39.1,38.0,96.15,0,0.0,0.0,5.1,4,2,11,True,False,False,False,False,False,0.01
39.8,38.9,96.41,0,0.0,0.0,5.1,5,2,11,True,False,False,False,False,False,0.01
37.4,36.1,94.98,0,0.0,0.0,6.3,6,2,11,True,False,False,False,False,False,0.0
37.3,35.3,92.42,6,0.1,0.0,3.9,7,2,11,True,False,False,False,False,False,0.76
39.2,38.3,96.49,45,0.0,0.0,6.1,8,2,11,True,False,False,False,False,False,2.83
46.4,43.0,88.04,80,0.0,0.0,6.3,9,2,11,True,False,False,False,False,False,3.75
53.1,43.7,70.34,113,0.0,0.0,9.8,10,2,11,True,False,False,False,False,False,3.39
57.9,43.0,57.42,170,2.9,0.0,9.8,11,2,11,True,False,False,False,False,False,3.78
62.9,41.0,44.67,173,3.1,0.0,9.8,12,2,11,True,False,False,False,False,False,3.59
64.2,40.9,42.54,240,5.6,0.0,9.9,13,2,11,True,False,False,False,False,False,3.03
66.7,40.6,38.44,255,3.9,0.0,9.9,14,2,11,True,False,False,False,False,False,1.62
65.8,38.0,35.88,187,1.0,0.0,9.9,15,2,11,True,False,False,False,False,False,0.78
64.2,39.6,40.46,25,5.7,0.0,8.3,16,2,11,True,False,False,False,False,False,0.06
61.0,40.9,47.57,1,3.4,0.0,9.9,17,2,11,True,False,False,False,False,False,0.0
56.2,42.9,60.75,0,2.9,0.0,9.9,18,2,11,True,False,False,False,False,False,0.01
54.0,42.2,64.23,0,2.9,0.0,9.9,19,2,11,True,False,False,False,False,False,0.0
53.9,43.0,66.66,0,2.9,0.0,9.9,20,2,11,True,False,False,False,False,False,0.01
50.2,42.2,73.85,0,0.0,0.0,9.9,21,2,11,True,False,False,False,False,False,0.01
50.2,43.1,76.64,0,0.0,0.0,9.9,22,2,11,True,False,False,False,False,False,0.0
50.1,43.2,77.21,0,4.1,0.0,9.9,23,2,11,True,False,False,False,False,False,0.01
49.9,43.1,77.39,0,0.0,0.0,9.9,0,3,11,True,False,False,False,False,False,0.0
49.8,43.9,79.96,0,0.0,0.0,9.8,1,3,11,True,False,False,False,False,False,0.01
47.9,43.0,83.08,0,4.1,0.0,9.8,2,3,11,True,False,False,False,False,False,0.0
46.3,42.1,85.51,0,3.4,43.3,9.6,3,3,11,False,False,True,False,False,False,0.01
45.9,41.0,82.93,0,0.0,29.0,9.8,4,3,11,False,False,True,False,False,False,0.01
43.2,40.0,88.27,0,0.0,0.0,9.6,5,3,11,True,False,False,False,False,False,0.0
43.9,40.8,88.75,0,0.0,92.4,8.4,6,3,11,False,True,False,False,False,False,0.01
43.0,41.8,95.48,7,2.9,0.0,5.3,7,3,11,True,False,False,False,False,False,0.93
47.6,44.5,88.85,87,2.9,0.0,6.5,8,3,11,True,False,False,False,False,False,2.57
51.9,44.6,76.11,55,4.4,0.0,9.9,9,3,11,True,False,False,False,False,False,3.77
57.8,43.7,59.27,48,5.6,0.0,9.9,10,3,11,True,False,False,False,False,False,4.27
63.9,43.5,47.28,65,7.2,0.0,9.9,11,3,11,True,False,False,False,False,False,4.41
65.7,41.9,41.87,196,8.7,0.0,8.9,12,3,11,True,False,False,False,False,False,4.1
66.7,41.9,40.36,204,9.5,0.0,6.7,13,3,11,True,False,False,False,False,False,3.4
68.8,41.8,37.5,340,12.9,0.0,9.9,14,3,11,True,False,False,False,False,False,2.37
68.8,41.9,37.57,231,13.6,0.0,7.3,15,3,11,True,False,False,False,False,False,1.02
67.7,42.5,40.0,26,6.8,0.0,4.6,16,3,11,True,False,False,False,False,False,0.09
64.7,35.1,33.25,1,10.6,0.0,9.9,17,3,11,True,False,False,False,False,False,0.01
59.5,35.8,40.95,0,9.0,0.0,6.7,18,3,11,True,False,False,False,False,False,0.0
55.8,35.4,46.11,0,8.6,0.0,6.7,19,3,11,True,False,False,False,False,False,0.01
54.8,34.3,45.67,0,8.7,0.0,6.7,20,3,11,True,False,False,False,False,False,0.0
50.2,33.2,51.89,0,7.0,0.0,7.3,21,3,11,True,False,False,False,False,False,0.01
52.9,33.1,46.92,0,10.8,0.0,6.7,22,3,11,True,False,False,False,False,False,0.0
52.1,32.9,47.79,0,9.9,0.0,6.7,23,3,11,True,False,False,False,False,False,0.01
52.1,31.9,45.89,0,9.9,0.0,5.6,0,4,11,True,False,False,False,False,False,0.01
49.2,32.7,52.89,0,7.7,0.0,5.6,1,4,11,True,False,False,False,False,False,0.0
49.2,32.7,52.7,0,11.3,0.0,8.9,2,4,11,True,False,False,False,False,False,0.01
48.3,30.5,50.02,0,13.6,0.0,8.3,3,4,11,True,False,False,False,False,False,0.0
46.5,30.4,53.26,0,10.1,0.0,8.3,4,4,11,True,False,False,False,False,False,0.01
44.6,28.8,53.46,0,9.9,0.0,8.9,5,4,11,True,False,False,False,False,False,0.01
46.4,28.6,49.7,0,8.9,0.0,8.3,6,4,11,True,False,False,False,False,False,0.0
46.0,26.8,46.78,7,8.5,0.0,7.3,7,4,11,True,False,False,False,False,False,1.08
47.9,26.8,43.67,84,8.7,0.0,7.3,8,4,11,True,False,False,False,False,False,2.83
51.0,26.7,38.7,55,8.9,0.0,7.3,9,4,11,True,False,False,False,False,False,4.01
54.7,26.0,32.76,313,13.1,0.0,8.3,10,4,11,True,False,False,False,False,False,4.55
56.6,25.8,30.42,408,12.6,0.0,4.6,11,4,11,True,False,False,False,False,False,4.62
58.7,25.8,28.23,306,11.6,0.0,9.9,12,4,11,True,False,False,False,False,False,4.29
59.8,25.0,26.18,208,9.6,0.0,7.3,13,4,11,True,False,False,False,False,False,3.54
61.5,25.0,24.63,335,9.9,0.0,6.7,14,4,11,True,False,False,False,False,False,2.48
60.7,25.0,25.38,234,7.4,0.0,7.3,15,4,11,True,False,False,False,False,False,1.09
60.6,25.0,25.42,26,7.0,0.0,9.9,16,4,11,True,False,False,False,False,False,0.1
54.0,25.9,33.48,1,4.8,0.0,9.9,17,4,11,True,False,False,False,False,False,0.01
49.9,26.3,39.75,0,5.2,0.0,8.3,18,4,11,True,False,False,False,False,False,0.0
46.3,27.2,47.21,0,3.5,0.0,9.9,19,4,11,True,False,False,False,False,False,0.01
45.1,29.7,54.46,0,0.6,0.0,7.3,20,4,11,True,False,False,False,False,False,0.0
41.6,30.4,64.12,0,4.5,0.0,9.9,21,4,11,True,False,False,False,False,False,0.01
40.3,28.8,63.31,0,3.1,0.0,9.9,22,4,11,True,False,False,False,False,False,0.0
40.3,29.6,65.43,0,0.7,0.0,9.9,23,4,11,True,False,False,False,False,False,0.01
38.6,28.7,67.27,0,0.1,0.0,9.9,0,5,11,True,False,False,False,False,False,0.0
36.3,28.4,72.85,0,2.9,0.0,9.9,1,5,11,True,False,False,False,False,False,0.01
36.5,28.8,73.43,0,5.7,0.0,5.6,2,5,11,True,False,False,False,False,False,0.01
37.5,29.7,73.27,0,5.7,0.0,7.3,3,5,11,True,False,False,False,False,False,0.0
36.5,29.8,76.68,0,3.7,0.0,4.6,4,5,11,True,False,False,False,False,False,0.01
33.9,27.2,76.31,0,4.9,0.0,8.3,5,5,11,True,False,False,False,False,False,0.01
34.6,29.8,82.4,0,5.7,0.0,5.6,6,5,11,True,False,False,False,False,False,0.0
34.0,27.2,75.89,7,5.0,0.0,9.9,7,5,11,True,False,False,False,False,False,0.84
40.2,32.7,74.35,78,5.1,0.0,8.3,8,5,11,True,False,False,False,False,False,2.71
45.2,33.4,62.97,55,7.0,0.0,7.6,9,5,11,True,False,False,False,False,False,3.82
50.1,31.6,48.82,57,8.3,0.0,9.9,10,5,11,True,False,False,False,False,False,4.37
53.8,30.6,40.96,64,6.4,0.0,9.9,11,5,11,True,False,False,False,False,False,4.46
56.7,31.6,38.33,317,7.1,0.0,9.9,12,5,11,True,False,False,False,False,False,4.11
58.8,31.7,35.7,280,0.9,0.0,9.9,13,5,11,True,False,False,False,False,False,3.37
60.7,31.8,33.46,321,5.3,0.0,9.9,14,5,11,True,False,False,False,False,False,2.31
61.6,31.9,32.7,218,5.0,0.0,8.9,15,5,11,True,False,False,False,False,False,1.0
60.6,32.0,33.88,31,4.9,0.0,8.3,16,5,11,True,False,False,False,False,False,0.1
56.0,32.0,40.11,1,0.6,0.0,9.9,17,5,11,True,False,False,False,False,False,0.0
50.1,32.1,49.87,0,0.6,0.0,7.3,18,5,11,True,False,False,False,False,False,0.01
46.2,32.5,58.51,0,0.2,0.0,8.1,19,5,11,True,False,False,False,False,False,0.01
43.2,33.4,68.09,0,0.2,0.0,9.9,20,5,11,True,False,False,False,False,False,0.0
42.1,33.3,70.74,0,2.9,0.0,9.6,21,5,11,True,False,False,False,False,False,0.01
41.9,32.3,68.34,0,0.0,0.0,9.8,22,5,11,True,False,False,False,False,False,0.0
38.3,31.2,75.34,0,2.9,0.0,9.9,23,5,11,True,False,False,False,False,False,0.01
38.8,31.2,73.94,0,2.9,0.0,6.6,0,6,11,True,False,False,False,False,False,0.0
37.1,30.2,75.91,0,0.0,0.0,9.3,1,6,11,True,False,False,False,False,False,0.01
37.0,30.2,76.26,0,0.0,0.0,9.8,2,6,11,True,False,False,False,False,False,0.01
32.4,27.5,81.92,0,0.3,0.0,9.8,3,6,11,True,False,False,False,False,False,0.0
32.5,27.5,81.46,0,2.9,0.0,9.8,4,6,11,True,False,False,False,False,False,0.01
32.5,28.5,85.09,0,0.0,0.0,9.8,5,6,11,True,False,False,False,False,False,0.0
30.5,27.3,88.0,0,2.9,0.0,9.6,6,6,11,True,False,False,False,False,False,0.01
30.4,27.4,88.26,1,2.9,0.0,9.8,7,6,11,True,False,False,False,False,False,0.95
37.1,32.1,81.97,65,0.0,0.0,9.8,8,6,11,True,False,False,False,False,False,2.69
42.5,34.9,74.32,57,3.2,0.0,6.7,9,6,11,True,False,False,False,False,False,3.81
48.3,36.7,64.01,54,4.1,0.0,6.7,10,6,11,True,False,False,False,False,False,4.35
53.9,35.6,49.87,61,3.0,0.0,9.9,11,6,11,True,False,False,False,False,False,4.42
56.8,34.0,42.05,290,3.3,0.0,9.9,12,6,11,True,False,False,False,False,False,3.47
59.8,33.1,36.48,229,3.3,0.0,8.9,13,6,11,True,False,False,False,False,False,2.38
58.9,33.2,37.83,204,3.5,0.0,9.9,14,6,11,True,False,False,False,False,False,1.63
59.9,34.9,39.1,102,0.8,0.0,8.3,15,6,11,True,False,False,False,False,False,0.48
56.9,35.1,43.83,32,3.2,0.0,6.7,16,6,11,True,False,False,False,False,False,0.05
51.3,34.3,52.0,1,4.2,0.0,9.9,17,6,11,True,False,False,False,False,False,0.01
47.1,36.0,65.18,0,2.9,0.0,9.9,18,6,11,True,False,False,False,False,False,0.0
46.7,35.9,66.01,0,0.5,0.0,9.8,19,6,11,True,False,False,False,False,False,0.01
42.3,35.1,75.6,0,0.1,0.0,9.6,20,6,11,True,False,False,False,False,False,0.0
39.1,32.4,76.76,0,0.0,0.0,9.6,21,6,11,True,False,False,False,False,False,0.01
38.9,32.3,77.06,0,4.4,0.0,9.6,22,6,11,True,False,False,False,False,False,0.0
38.0,31.2,76.23,0,0.3,0.0,9.6,23,6,11,True,False,False,False,False,False,0.01
36.0,31.2,82.41,0,0.3,0.0,8.5,0,0,11,True,False,False,False,False,False,0.0
36.9,33.0,85.84,0,4.1,0.0,6.8,1,0,11,True,False,False,False,False,False,0.01
35.8,33.0,89.17,0,3.2,0.0,6.8,2,0,11,True,False,False,False,False,False,0.01
34.1,30.9,88.13,0,0.0,0.0,5.0,3,0,11,True,False,False,False,False,False,0.0
34.7,31.8,89.11,0,0.5,0.0,6.6,4,0,11,True,False,False,False,False,False,0.01
32.2,30.8,94.55,0,0.3,0.0,8.0,5,0,11,True,False,False,False,False,False,0.0
30.1,28.3,92.67,0,0.3,0.0,6.1,6,0,11,True,False,False,False,False,False,0.01
31.1,29.1,92.32,5,0.0,0.0,5.1,7,0,11,True,False,False,False,False,False,0.8
34.5,32.2,91.24,60,3.0,0.0,5.3,8,0,11,True,False,False,False,False,False,2.67
43.9,37.8,79.02,66,0.0,0.0,9.6,9,0,11,True,False,False,False,False,False,3.73
49.7,37.1,61.78,57,0.1,0.0,9.8,10,0,11,True,False,False,False,False,False,4.28
54.0,37.0,52.39,62,3.3,0.0,9.9,11,0,11,True,False,False,False,False,False,4.36
59.9,37.0,42.35,231,0.4,0.0,9.9,12,0,11,True,False,False,False,False,False,4.03
61.0,35.9,39.02,311,3.4,0.0,9.9,13,0,11,True,False,False,False,False,False,3.33
63.6,36.6,36.67,331,5.9,0.0,9.9,14,0,11,True,False,False,False,False,False,2.25
63.9,36.5,36.13,206,0.4,0.0,9.9,15,0,11,True,False,False,False,False,False,0.99
63.8,35.6,34.9,30,0.4,0.0,9.9,16,0,11,True,False,False,False,False,False,0.09
57.4,36.0,44.68,1,3.2,0.0,9.9,17,0,11,True,False,False,False,False,False,0.01
50.9,36.0,56.46,0,4.5,0.0,9.9,18,0,11,True,False,False,False,False,False,0.01
47.0,36.2,65.76,0,0.0,0.0,9.6,19,0,11,True,False,False,False,False,False,0.0
47.5,36.0,64.23,0,2.9,0.0,9.4,20,0,11,True,False,False,False,False,False,0.01
43.9,35.2,71.34,0,0.0,0.0,9.6,21,0,11,True,False,False,False,False,False,0.0
42.7,34.3,71.95,0,0.0,0.0,9.6,22,0,11,True,False,False,False,False,False,0.01
38.1,32.3,79.49,0,0.1,0.0,9.4,23,0,11,True,False,False,False,False,False,0.01
38.8,34.9,85.73,0,0.0,0.0,7.8,0,1,11,True,False,False,False,False,False,0.0
36.0,31.1,82.29,0,0.0,0.0,8.4,1,1,11,True,False,False,False,False,False,0.01
33.5,30.3,87.78,0,0.1,0.0,7.8,2,1,11,True,False,False,False,False,False,0.0
32.3,30.1,91.54,0,0.0,0.0,7.8,3,1,11,True,False,False,False,False,False,0.01
31.3,29.3,92.29,0,2.5,0.0,6.8,4,1,11,True,False,False,False,False,False,0.01
33.2,30.1,88.01,0,0.0,0.0,6.6,5,1,11,True,False,False,False,False,False,0.0
32.2,29.3,88.9,0,0.0,0.0,6.8,6,1,11,True,False,False,False,False,False,0.01
30.3,29.2,95.61,5,0.3,0.0,6.3,7,1,11,True,False,False,False,False,False,0.52
35.1,32.2,89.02,45,0.0,0.0,5.3,8,1,11,True,False,False,False,False,False,2.48
42.2,34.3,73.54,184,0.0,1.8,6.5,9,1,11,True,False,False,False,False,False,3.59
47.9,36.9,65.69,60,0.0,3.1,6.9,10,1,11,True,False,False,False,False,False,4.15
53.1,37.0,54.32,66,3.1,0.0,8.5,11,1,11,True,False,False,False,False,False,4.25
58.9,37.1,44.1,258,0.0,0.0,9.8,12,1,11,True,False,False,False,False,False,3.91
62.0,35.7,37.35,355,4.4,0.0,9.9,13,1,11,True,False,False,False,False,False,3.19
64.0,35.5,34.49,367,5.8,0.0,9.9,14,1,11,True,False,False,False,False,False,2.12
63.1,35.5,35.64,184,6.0,0.0,8.3,15,1,11,True,False,False,False,False,False,0.89
61.1,35.6,38.38,31,5.9,0.0,8.3,16,1,11,True,False,False,False,False,False,0.09
54.1,35.9,49.96,1,3.2,0.0,7.3,17,1,11,True,False,False,False,False,False,0.0
51.4,35.9,55.2,0,0.0,0.0,8.0,18,1,11,True,False,False,False,False,False,0.01
48.2,33.6,56.73,0,0.0,0.0,6.9,19,1,11,True,False,False,False,False,False,0.01
47.7,36.1,64.0,0,4.2,0.0,8.0,20,1,11,True,False,False,False,False,False,0.0
44.8,35.2,68.95,0,5.0,0.0,6.9,21,1,11,True,False,False,False,False,False,0.01
40.1,34.3,79.72,0,0.0,0.0,6.3,22,1,11,True,False,False,False,False,False,0.0
39.2,31.5,73.52,0,3.0,0.0,6.2,23,1,11,True,False,False,False,False,False,0.01
39.9,34.3,80.31,0,0.0,3.1,6.1,0,2,11,True,False,False,False,False,False,0.0
38.3,34.3,85.25,0,0.0,3.5,6.1,1,2,11,True,False,False,False,False,False,0.01
36.2,32.6,86.48,0,0.2,3.5,6.1,2,2,11,False,False,False,True,False,False,0.0
39.0,33.7,81.14,0,5.0,90.1,6.2,3,2,11,False,True,False,False,False,False,0.01
42.7,38.0,83.15,0,4.1,100.0,6.6,4,2,11,False,True,False,False,False,False,0.01
43.9,39.7,84.86,0,3.6,100.0,7.4,5,2,11,False,True,False,False,False,False,0.0
44.9,40.7,85.21,0,5.0,100.0,6.8,6,2,11,False,True,False,False,False,False,0.01
44.1,39.7,84.69,3,3.4,99.5,6.0,7,2,11,False,True,False,False,False,False,0.06
45.0,41.0,85.81,25,4.4,100.0,6.7,8,2,11,False,False,False,False,True,False,0.76
48.6,38.8,68.9,85,3.0,94.7,9.2,9,2,11,False,True,False,False,False,False,2.64
51.6,40.3,65.1,71,4.5,83.0,9.4,10,2,11,False,False,True,False,False,False,4.28
55.4,38.8,53.53,94,0.5,3.5,9.5,11,2,11,True,False,False,False,False,False,4.27
59.7,37.5,43.67,212,3.1,0.0,9.9,12,2,11,True,False,False,False,False,False,3.91
61.5,35.7,38.16,410,5.7,24.1,9.8,13,2,11,False,False,True,False,False,False,3.23
62.6,37.5,39.25,358,6.0,1.0,9.9,14,2,11,True,False,False,False,False,False,2.22
62.6,38.2,40.33,262,4.0,0.0,9.9,15,2,11,True,False,False,False,False,False,0.98
60.8,39.0,44.49,140,7.1,0.0,9.9,16,2,11,True,False,False,False,False,False,0.09
56.8,39.0,51.29,29,6.8,0.0,9.9,17,2,11,True,False,False,False,False,False,0.01
52.2,38.2,58.78,0,3.6,0.0,9.9,18,2,11,True,False,False,False,False,False,0.0
49.1,36.3,61.38,0,0.7,0.0,9.9,19,2,11,True,False,False,False,False,False,0.01
49.8,38.9,65.92,0,3.6,0.0,9.9,20,2,11,True,False,False,False,False,False,0.0
46.4,38.1,72.73,0,0.0,0.0,9.9,21,2,11,True,False,False,False,False,False,0.01
44.2,37.4,76.85,0,2.9,0.0,9.8,22,2,11,True,False,False,False,False,False,0.0
44.0,38.1,79.81,0,0.0,0.0,9.9,23,2,11,True,False,False,False,False,False,0.01
40.9,36.2,83.09,0,0.5,0.0,9.8,0,3,11,True,False,False,False,False,False,0.0
40.9,36.1,82.79,0,4.2,0.0,9.8,1,3,11,True,False,False,False,False,False,0.01
41.7,36.1,80.15,0,5.0,0.0,9.6,2,3,11,True,False,False,False,False,False,0.0
39.8,34.5,81.14,0,0.0,3.5,9.6,3,3,11,True,False,False,False,False,False,0.01
40.8,35.3,80.57,0,0.0,90.1,9.4,4,3,11,False,True,False,False,False,False,0.0
41.7,36.0,80.11,0,0.5,43.3,9.6,5,3,11,False,False,True,False,False,False,0.01
39.9,35.5,83.93,0,2.9,9.9,8.6,6,3,11,True,False,False,False,False,False,0.01
42.0,36.2,79.75,0,3.6,5.0,9.8,7,3,11,True,False,False,False,False,False,0.06
42.7,37.9,83.09,20,4.7,2.0,8.1,8,3,11,True,False,False,False,False,False,1.86
48.6,39.1,69.7,127,4.5,0.0,9.9,9,3,11,True,False,False,False,False,False,3.57
54.9,42.0,61.84,275,4.3,0.0,9.9,10,3,11,True,False,False,False,False,False,4.11
58.8,42.7,55.09,365,6.4,0.0,9.9,11,3,11,True,False,False,False,False,False,4.24
61.6,43.7,51.7,413,7.9,0.0,9.9,12,3,11,True,False,False,False,False,False,3.98
63.6,42.1,45.33,411,5.2,24.1,9.9,13,3,11,False,False,True,False,False,False,3.09
65.3,39.3,38.4,365,8.3,5.6,9.9,14,3,11,True,False,False,False,False,False,1.29
63.8,41.1,43.41,236,10.1,10.6,9.9,15,3,11,True,False,False,False,False,False,0.17
61.9,41.1,46.38,29,11.1,10.6,9.9,16,3,11,True,False,False,False,False,False,0.06
60.0,42.4,52.08,12,10.4,33.9,9.8,17,3,11,False,False,True,False,False,False,0.0
56.7,45.9,67.14,0,11.3,77.1,9.8,18,3,11,False,False,True,False,False,False,0.01
55.1,44.9,68.39,0,8.0,86.0,9.8,19,3,11,False,False,True,False,False,False,0.0
52.9,44.1,71.78,0,8.9,0.0,9.9,20,3,11,True,False,False,False,False,False,0.01
52.1,44.9,76.28,0,10.0,5.0,9.9,21,3,11,True,False,False,False,False,False,0.01
51.1,43.1,73.78,0,9.3,0.0,9.9,22,3,11,True,False,False,False,False,False,0.0
49.9,42.2,74.68,0,11.0,0.0,9.9,23,3,11,True,False,False,False,False,False,0.01
48.0,39.9,73.56,0,8.0,0.0,9.9,0,4,12,True,False,False,False,False,False,0.0
46.9,39.9,76.28,0,7.7,5.0,9.9,1,4,12,True,False,False,False,False,False,0.01
44.4,38.3,78.99,0,4.5,9.9,9.9,2,4,12,True,False,False,False,False,False,0.01
44.1,37.4,77.29,0,5.5,0.0,9.9,3,4,12,True,False,False,False,False,False,0.0
43.3,37.3,79.38,0,5.0,0.0,9.9,4,4,12,True,False,False,False,False,False,0.01
41.4,38.2,88.18,0,0.5,0.0,9.9,5,4,12,True,False,False,False,False,False,0.0
40.1,37.3,89.59,0,0.0,0.0,9.9,6,4,12,True,False,False,False,False,False,0.01
37.4,35.2,91.71,4,0.0,0.0,9.8,7,4,12,True,False,False,False,False,False,0.63
42.3,39.0,88.09,50,0.3,0.0,9.8,8,4,12,True,False,False,False,False,False,1.85
48.8,42.0,77.18,62,0.8,0.0,9.9,9,4,12,True,False,False,False,False,False,3.49
53.7,42.6,66.06,271,7.3,0.0,9.9,10,4,12,True,False,False,False,False,False,3.72
57.5,40.8,53.73,115,9.9,0.0,9.9,11,4,12,True,False,False,False,False,False,3.75
59.8,39.6,47.11,224,6.2,0.0,9.9,12,4,12,True,False,False,False,False,False,3.7
60.9,38.7,43.88,372,7.1,0.0,9.9,13,4,12,True,False,False,False,False,False,3.04
62.6,37.2,38.84,322,6.3,1.0,9.9,14,4,12,True,False,False,False,False,False,1.97
62.6,36.0,37.09,250,8.2,0.0,9.9,15,4,12,True,False,False,False,False,False,0.94
60.9,39.5,45.18,136,9.1,0.0,9.9,16,4,12,True,False,False,False,False,False,0.12
56.0,39.5,53.76,34,6.8,0.0,9.9,17,4,12,True,False,False,False,False,False,0.0
55.8,41.9,59.31,0,6.7,90.1,9.9,18,4,12,False,True,False,False,False,False,0.01
54.4,41.9,62.64,0,6.2,93.3,9.9,19,4,12,False,True,False,False,False,False,0.0
54.2,43.6,67.3,0,7.0,92.4,9.9,20,4,12,False,True,False,False,False,False,0.01
54.4,44.4,68.92,0,8.1,100.0,9.8,21,4,12,False,True,False,False,False,False,0.0
54.4,44.6,69.48,0,0.2,95.0,9.9,22,4,12,False,True,False,False,False,False,0.01
53.3,46.5,77.9,0,0.5,98.9,6.7,23,4,12,False,True,False,False,False,False,0.0
52.5,46.4,79.81,0,4.3,100.0,9.9,0,5,12,False,True,False,False,False,False,0.01
51.9,47.2,84.18,0,4.1,100.0,6.7,1,5,12,False,True,False,False,False,False,0.01
49.9,46.7,88.68,0,0.5,90.6,9.9,2,5,12,False,True,False,False,False,False,0.0
52.6,49.5,89.07,0,5.7,100.0,9.9,3,5,12,False,True,False,False,False,False,0.01
51.8,48.7,88.86,0,0.3,100.0,9.9,4,5,12,False,True,False,False,False,False,0.0
51.7,49.7,92.74,0,5.0,100.0,8.8,5,5,12,False,True,False,False,False,False,0.01
51.0,48.7,91.88,0,5.4,100.0,9.6,6,5,12,False,False,False,False,True,False,0.01
50.9,48.6,91.87,0,0.0,100.0,9.9,7,5,12,False,True,False,False,False,False,0.07
49.9,47.6,91.91,39,7.6,99.6,5.6,8,5,12,False,False,False,False,True,False,0.75
52.7,50.4,91.87,109,5.7,85.2,7.3,9,5,12,False,False,True,False,False,False,1.73
53.8,50.3,88.0,148,5.8,92.8,9.9,10,5,12,False,True,False,False,False,False,1.72
56.0,48.3,75.3,218,7.8,98.9,9.9,11,5,12,False,True,False,False,False,False,3.36
59.9,47.6,63.6,310,8.8,89.5,9.9,12,5,12,False,False,True,False,False,False,3.0
61.8,47.6,59.61,299,7.7,98.9,9.9,13,5,12,False,True,False,False,False,False,1.05
61.9,47.7,59.51,194,8.5,100.0,9.9,14,5,12,False,True,False,False,False,False,0.99
62.8,47.0,56.28,184,4.6,100.0,9.9,15,5,12,False,True,False,False,False,False,0.67
61.1,47.7,61.38,97,3.5,90.6,9.9,16,5,12,False,True,False,False,False,False,0.06
59.9,47.8,64.22,11,0.2,94.6,9.9,17,5,12,False,True,False,False,False,False,0.0
57.3,47.9,70.63,0,0.2,90.1,9.9,18,5,12,False,True,False,False,False,False,0.01
55.5,48.6,77.79,0,0.2,90.1,9.9,19,5,12,False,True,False,False,False,False,0.01
54.7,47.9,77.9,0,0.0,3.5,9.9,20,5,12,True,False,False,False,False,False,0.0
54.9,47.9,77.32,0,5.2,80.6,9.9,21,5,12,False,False,True,False,False,False,0.01
53.8,48.0,80.43,0,4.1,83.4,9.9,22,5,12,False,False,True,False,False,False,0.0
53.4,47.8,81.3,0,4.3,98.9,9.9,23,5,12,False,True,False,False,False,False,0.01
